date,actual,predicted,lower_80,upper_80,lower_95,upper_95
2022-01-03,0.0057735555654881,0.0007950778957941497,-0.014640819161068734,0.016230974952657035,-0.022812089473754966,0.024402245265343264
2022-01-04,-0.0003351668472609,-0.00024027516773712516,-0.015677779184888708,0.015197228849414459,-0.02384990017096647,0.02336934983549222
2022-01-05,-0.0193888455728941,0.0004145411843560823,-0.015021355872506803,0.015850438241218966,-0.023192626185193032,0.0240217085539052
2022-01-06,-0.0009398364805836,0.0027939960631030683,-0.01264192434625659,0.018229916472462727,-0.020813207021007876,0.026401199147214012
2022-01-07,-0.0039615141935245,0.0008476281786073905,-0.014588268878255494,0.016283525235470275,-0.022759539190941726,0.024454795548156504
2022-01-10,-0.001245057954625,0.0009777013366588036,-0.014458196059617222,0.01641359873293483,-0.022629466551977916,0.02458486922529552
2022-01-11,0.0090669519271144,0.0006664932994775071,-0.014769403757385377,0.016102390356340392,-0.02294067407007161,0.02427366066902662
2022-01-12,0.0026999331456116,-0.0006148018099603906,-0.016050698871756433,0.014821095251835652,-0.02422196918705412,0.022992365567133338
2022-01-13,-0.0138743935845728,-1.1025405922037096e-06,-0.015436999597455089,0.01543479451627068,-0.023608269910141318,0.023606064828956913
2022-01-14,0.0004089167800243,0.002070987060352769,-0.013364909996581817,0.017506884117287354,-0.021536180309306003,0.02567815443001154
2022-01-18,-0.0178682698515827,0.0005988341608764081,-0.014837062895986476,0.016034731217739292,-0.023008333208672706,0.024206001530425524
2022-01-19,-0.0104379002517116,0.002624821947108293,-0.012811075109755633,0.01806071900397222,-0.020982345422442417,0.026231989316659005
2022-01-20,-0.0111297447801096,0.001973279320778893,-0.013462617736083992,0.017409176377641777,-0.02163388804877022,0.02558044669032801
2022-01-21,-0.0198258391230818,0.001978137791248211,-0.01345775926561469,0.01741403484811111,-0.02162902957830093,0.02558530516079735
2022-01-24,0.0042377513958728,0.003027112451545765,-0.01240878460531712,0.01846300950840865,-0.02058005491800335,0.02663427982109488
