Asset,Model,Emp_Var,Mod_Var,Emp_Skew,Mod_Skew,Emp_Kurt,Mod_Kurt
SPY,heston,0.03709913870961854,0.03661989349159312,-0.3976685163261107,-0.2039371639054624,15.8788959762107,16.157441588228625
SPY,rough_heston,0.03709913870961854,0.036831750284248246,-0.3976685163261107,-0.09262826590681969,15.8788959762107,16.050171629570144
